2026-03-02 20:50:03,204 - root - INFO - [Worker-0/PID-26220] - Worker 0 (PID: 26220) logging initialized
2026-03-02 20:50:03,205 - root - INFO - [Worker-0/PID-26220] - Worker 0 starting (PID: 26220)
2026-03-02 20:50:03,986 - root - INFO - [Worker-0/PID-26220] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-02 20:50:03,987 - root - INFO - [Worker-0/PID-26220] - Worker 0 initialized successfully
2026-03-02 20:51:03,738 - root - INFO - [Worker-0/PID-26220] - [556088464] {'request_id': 556088464, 'input_seq_len': 7110, 'output_seq_len': 729, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:04.985077', 'http_post_time': '2026-03-02 20:50:04.985250', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:03.738708', 'zmq_push_time': '2026-03-02 20:51:03.738708', 'total_time_s': 58.753631353378296, 'http_queue_latency_s': 0.0001723766326904297}
2026-03-02 20:51:04,832 - root - INFO - [Worker-0/PID-26220] - [556100240] {'request_id': 556100240, 'input_seq_len': 1487, 'output_seq_len': 741, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.093010', 'http_post_time': '2026-03-02 20:50:05.093082', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:04.832092', 'zmq_push_time': '2026-03-02 20:51:04.832092', 'total_time_s': 59.739081621170044, 'http_queue_latency_s': 7.152557373046875e-05}
2026-03-02 20:51:05,306 - root - INFO - [Worker-0/PID-26220] - [556098704] {'request_id': 556098704, 'input_seq_len': 2175, 'output_seq_len': 754, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.064157', 'http_post_time': '2026-03-02 20:50:05.064220', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:05.305514', 'zmq_push_time': '2026-03-02 20:51:05.305514', 'total_time_s': 60.24135732650757, 'http_queue_latency_s': 6.341934204101562e-05}
2026-03-02 20:51:07,557 - root - INFO - [Worker-0/PID-26220] - [556127888] {'request_id': 556127888, 'input_seq_len': 2439, 'output_seq_len': 764, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.251375', 'http_post_time': '2026-03-02 20:50:05.251444', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:07.556966', 'zmq_push_time': '2026-03-02 20:51:07.556966', 'total_time_s': 62.305591106414795, 'http_queue_latency_s': 6.914138793945312e-05}
2026-03-02 20:51:08,873 - root - INFO - [Worker-0/PID-26220] - [556113552] {'request_id': 556113552, 'input_seq_len': 2444, 'output_seq_len': 817, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.172569', 'http_post_time': '2026-03-02 20:50:05.172650', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:08.872966', 'zmq_push_time': '2026-03-02 20:51:08.872966', 'total_time_s': 63.70039653778076, 'http_queue_latency_s': 8.106231689453125e-05}
2026-03-02 20:51:09,568 - root - INFO - [Worker-0/PID-26220] - [556093584] {'request_id': 556093584, 'input_seq_len': 2432, 'output_seq_len': 860, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.027774', 'http_post_time': '2026-03-02 20:50:05.027948', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:09.568179', 'zmq_push_time': '2026-03-02 20:51:09.568179', 'total_time_s': 64.54040503501892, 'http_queue_latency_s': 0.0001735687255859375}
2026-03-02 20:51:10,662 - root - INFO - [Worker-0/PID-26220] - [556081808] {'request_id': 556081808, 'input_seq_len': 6970, 'output_seq_len': 902, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:04.928510', 'http_post_time': '2026-03-02 20:50:04.929250', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:10.662561', 'zmq_push_time': '2026-03-02 20:51:10.662561', 'total_time_s': 65.734050989151, 'http_queue_latency_s': 0.0007402896881103516}
2026-03-02 20:51:10,796 - root - INFO - [Worker-0/PID-26220] - [556138640] {'request_id': 556138640, 'input_seq_len': 2076, 'output_seq_len': 824, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.311673', 'http_post_time': '2026-03-02 20:50:05.311744', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:10.796423', 'zmq_push_time': '2026-03-02 20:51:10.796423', 'total_time_s': 65.48475003242493, 'http_queue_latency_s': 7.152557373046875e-05}
2026-03-02 20:51:11,770 - root - INFO - [Worker-0/PID-26220] - [556119696] {'request_id': 556119696, 'input_seq_len': 1523, 'output_seq_len': 875, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.207877', 'http_post_time': '2026-03-02 20:50:05.207953', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:11.770332', 'zmq_push_time': '2026-03-02 20:51:11.770332', 'total_time_s': 66.56245493888855, 'http_queue_latency_s': 7.581710815429688e-05}
2026-03-02 20:51:12,289 - root - INFO - [Worker-0/PID-26220] - [556082320] {'request_id': 556082320, 'input_seq_len': 5050, 'output_seq_len': 941, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:04.935148', 'http_post_time': '2026-03-02 20:50:04.935675', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:12.289847', 'zmq_push_time': '2026-03-02 20:51:12.289847', 'total_time_s': 67.35469961166382, 'http_queue_latency_s': 0.0005273818969726562}
2026-03-02 20:51:12,315 - root - INFO - [Worker-0/PID-26220] - [556174480] {'request_id': 556174480, 'input_seq_len': 2340, 'output_seq_len': 809, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.527466', 'http_post_time': '2026-03-02 20:50:05.527541', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:12.315182', 'zmq_push_time': '2026-03-02 20:51:12.315182', 'total_time_s': 66.78771615028381, 'http_queue_latency_s': 7.534027099609375e-05}
