2026-03-02 21:12:32,870 - root - INFO - [Worker-1/PID-25619] - Worker 1 (PID: 25619) logging initialized
2026-03-02 21:12:32,871 - root - INFO - [Worker-1/PID-25619] - Worker 1 starting (PID: 25619)
2026-03-02 21:12:33,657 - root - INFO - [Worker-1/PID-25619] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-02 21:12:33,657 - root - INFO - [Worker-1/PID-25619] - Worker 1 initialized successfully
2026-03-02 21:13:16,442 - root - INFO - [Worker-1/PID-25619] - [825311520] {'request_id': 825311520, 'input_seq_len': 194, 'output_seq_len': 603, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.335299', 'http_post_time': '2026-03-02 21:13:01.335872', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:16.441880', 'zmq_push_time': '2026-03-02 21:13:16.441880', 'total_time_s': 15.10658049583435, 'http_queue_latency_s': 0.0005729198455810547}
2026-03-02 21:13:16,445 - root - INFO - [Worker-1/PID-25619] - [825191200] {'request_id': 825191200, 'input_seq_len': 169, 'output_seq_len': 636, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.227573', 'http_post_time': '2026-03-02 21:13:01.229029', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:16.444895', 'zmq_push_time': '2026-03-02 21:13:16.444895', 'total_time_s': 15.217321634292603, 'http_queue_latency_s': 0.0014560222625732422}
2026-03-02 21:13:19,830 - root - INFO - [Worker-1/PID-25619] - [825207584] {'request_id': 825207584, 'input_seq_len': 469, 'output_seq_len': 798, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.241737', 'http_post_time': '2026-03-02 21:13:01.242822', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:19.830557', 'zmq_push_time': '2026-03-02 21:13:19.830557', 'total_time_s': 18.588819980621338, 'http_queue_latency_s': 0.0010843276977539062}
2026-03-02 21:13:20,520 - root - INFO - [Worker-1/PID-25619] - [825243424] {'request_id': 825243424, 'input_seq_len': 289, 'output_seq_len': 825, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.272271', 'http_post_time': '2026-03-02 21:13:01.272552', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:20.519850', 'zmq_push_time': '2026-03-02 21:13:20.519850', 'total_time_s': 19.247578382492065, 'http_queue_latency_s': 0.0002803802490234375}
2026-03-02 21:13:20,815 - root - INFO - [Worker-1/PID-25619] - [825242912] {'request_id': 825242912, 'input_seq_len': 377, 'output_seq_len': 839, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.272199', 'http_post_time': '2026-03-02 21:13:01.272450', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:20.815610', 'zmq_push_time': '2026-03-02 21:13:20.815610', 'total_time_s': 19.543411254882812, 'http_queue_latency_s': 0.00025153160095214844}
2026-03-02 21:13:20,966 - root - INFO - [Worker-1/PID-25619] - [825231648] {'request_id': 825231648, 'input_seq_len': 188, 'output_seq_len': 848, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.262826', 'http_post_time': '2026-03-02 21:13:01.263355', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:20.966146', 'zmq_push_time': '2026-03-02 21:13:20.966146', 'total_time_s': 19.703320264816284, 'http_queue_latency_s': 0.0005297660827636719}
2026-03-02 21:13:21,351 - root - INFO - [Worker-1/PID-25619] - [825198880] {'request_id': 825198880, 'input_seq_len': 273, 'output_seq_len': 871, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.236192', 'http_post_time': '2026-03-02 21:13:01.237386', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:21.351327', 'zmq_push_time': '2026-03-02 21:13:21.351327', 'total_time_s': 20.115135192871094, 'http_queue_latency_s': 0.0011944770812988281}
2026-03-02 21:13:21,955 - root - INFO - [Worker-1/PID-25619] - [825268000] {'request_id': 825268000, 'input_seq_len': 327, 'output_seq_len': 889, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.295664', 'http_post_time': '2026-03-02 21:13:01.295760', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:21.954901', 'zmq_push_time': '2026-03-02 21:13:21.954901', 'total_time_s': 20.659237146377563, 'http_queue_latency_s': 9.632110595703125e-05}
2026-03-02 21:13:22,403 - root - INFO - [Worker-1/PID-25619] - [825219360] {'request_id': 825219360, 'input_seq_len': 466, 'output_seq_len': 917, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.252402', 'http_post_time': '2026-03-02 21:13:01.252940', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:22.403716', 'zmq_push_time': '2026-03-02 21:13:22.403716', 'total_time_s': 21.15131425857544, 'http_queue_latency_s': 0.0005381107330322266}
2026-03-02 21:13:26,346 - root - INFO - [Worker-1/PID-25619] - [825213728] {'request_id': 825213728, 'input_seq_len': 469, 'output_seq_len': 1099, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.247718', 'http_post_time': '2026-03-02 21:13:01.248371', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:26.346413', 'zmq_push_time': '2026-03-02 21:13:26.346413', 'total_time_s': 25.098695278167725, 'http_queue_latency_s': 0.0006535053253173828}
2026-03-02 21:13:27,116 - root - INFO - [Worker-1/PID-25619] - [825204000] {'request_id': 825204000, 'input_seq_len': 333, 'output_seq_len': 1136, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.240152', 'http_post_time': '2026-03-02 21:13:01.241027', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:27.116545', 'zmq_push_time': '2026-03-02 21:13:27.116545', 'total_time_s': 25.87639331817627, 'http_queue_latency_s': 0.0008749961853027344}
2026-03-02 21:13:27,121 - root - INFO - [Worker-1/PID-25619] - [825185568] {'request_id': 825185568, 'input_seq_len': 405, 'output_seq_len': 1139, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.223741', 'http_post_time': '2026-03-02 21:13:01.226604', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:27.120996', 'zmq_push_time': '2026-03-02 21:13:27.120996', 'total_time_s': 25.897255182266235, 'http_queue_latency_s': 0.0028634071350097656}
2026-03-02 21:13:27,547 - root - INFO - [Worker-1/PID-25619] - [825281312] {'request_id': 825281312, 'input_seq_len': 469, 'output_seq_len': 1144, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.313622', 'http_post_time': '2026-03-02 21:13:01.316930', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:27.547764', 'zmq_push_time': '2026-03-02 21:13:27.547764', 'total_time_s': 26.234142541885376, 'http_queue_latency_s': 0.0033082962036132812}
2026-03-02 21:13:27,570 - root - INFO - [Worker-1/PID-25619] - [825221408] {'request_id': 825221408, 'input_seq_len': 326, 'output_seq_len': 1154, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.254655', 'http_post_time': '2026-03-02 21:13:01.255238', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:27.570787', 'zmq_push_time': '2026-03-02 21:13:27.570787', 'total_time_s': 26.316131591796875, 'http_queue_latency_s': 0.0005824565887451172}
