2026-02-27 18:21:07,468 - root - INFO - [Worker-0/PID-27546] - Worker 0 (PID: 27546) logging initialized
2026-02-27 18:21:07,470 - root - INFO - [Worker-0/PID-27546] - Worker 0 starting (PID: 27546)
2026-02-27 18:21:08,231 - root - INFO - [Worker-0/PID-27546] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-02-27 18:21:08,231 - root - INFO - [Worker-0/PID-27546] - Worker 0 initialized successfully
2026-02-27 18:22:25,145 - root - INFO - [Worker-0/PID-27546] - [1012165680] {'request_id': 1012165680, 'input_seq_len': 2172, 'output_seq_len': 792, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.855700', 'http_post_time': '2026-02-27 18:21:24.855780', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:25.145493', 'zmq_push_time': '2026-02-27 18:22:25.145493', 'total_time_s': 60.28979277610779, 'http_queue_latency_s': 8.058547973632812e-05}
2026-02-27 18:22:25,633 - root - INFO - [Worker-0/PID-27546] - [1012171312] {'request_id': 1012171312, 'input_seq_len': 3315, 'output_seq_len': 796, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.893207', 'http_post_time': '2026-02-27 18:21:24.893328', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:25.633077', 'zmq_push_time': '2026-02-27 18:22:25.633077', 'total_time_s': 60.73987007141113, 'http_queue_latency_s': 0.00012111663818359375}
2026-02-27 18:22:28,356 - root - INFO - [Worker-0/PID-27546] - [1012258864] {'request_id': 1012258864, 'input_seq_len': 1074, 'output_seq_len': 738, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.402406', 'http_post_time': '2026-02-27 18:21:25.402467', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:28.355922', 'zmq_push_time': '2026-02-27 18:22:28.355922', 'total_time_s': 62.95351552963257, 'http_queue_latency_s': 6.127357482910156e-05}
2026-02-27 18:22:28,360 - root - INFO - [Worker-0/PID-27546] - [1012159536] {'request_id': 1012159536, 'input_seq_len': 3317, 'output_seq_len': 878, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.814589', 'http_post_time': '2026-02-27 18:21:24.814706', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:28.360245', 'zmq_push_time': '2026-02-27 18:22:28.360245', 'total_time_s': 63.545655965805054, 'http_queue_latency_s': 0.00011682510375976562}
2026-02-27 18:22:28,568 - root - INFO - [Worker-0/PID-27546] - [1012380208] {'request_id': 1012380208, 'input_seq_len': 600, 'output_seq_len': 559, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.991524', 'http_post_time': '2026-02-27 18:21:25.991589', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:28.567924', 'zmq_push_time': '2026-02-27 18:22:28.567924', 'total_time_s': 62.57640075683594, 'http_queue_latency_s': 6.532669067382812e-05}
2026-02-27 18:22:29,683 - root - INFO - [Worker-0/PID-27546] - [1012191792] {'request_id': 1012191792, 'input_seq_len': 4677, 'output_seq_len': 862, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.024315', 'http_post_time': '2026-02-27 18:21:25.024419', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:29.683050', 'zmq_push_time': '2026-02-27 18:22:29.683050', 'total_time_s': 64.6587347984314, 'http_queue_latency_s': 0.00010323524475097656}
2026-02-27 18:22:30,120 - root - INFO - [Worker-0/PID-27546] - [1012289584] {'request_id': 1012289584, 'input_seq_len': 984, 'output_seq_len': 730, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.551287', 'http_post_time': '2026-02-27 18:21:25.551334', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:30.120603', 'zmq_push_time': '2026-02-27 18:22:30.120603', 'total_time_s': 64.56931519508362, 'http_queue_latency_s': 4.6253204345703125e-05}
2026-02-27 18:22:31,152 - root - INFO - [Worker-0/PID-27546] - [1012219440] {'request_id': 1012219440, 'input_seq_len': 2717, 'output_seq_len': 853, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.170574', 'http_post_time': '2026-02-27 18:21:25.170685', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:31.152041', 'zmq_push_time': '2026-02-27 18:22:31.152041', 'total_time_s': 65.98146677017212, 'http_queue_latency_s': 0.00011014938354492188}
2026-02-27 18:22:31,657 - root - INFO - [Worker-0/PID-27546] - [1012204080] {'request_id': 1012204080, 'input_seq_len': 3110, 'output_seq_len': 885, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.089291', 'http_post_time': '2026-02-27 18:21:25.089365', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:31.657022', 'zmq_push_time': '2026-02-27 18:22:31.657022', 'total_time_s': 66.56773066520691, 'http_queue_latency_s': 7.367134094238281e-05}
2026-02-27 18:22:32,219 - root - INFO - [Worker-0/PID-27546] - [1012172336] {'request_id': 1012172336, 'input_seq_len': 3822, 'output_seq_len': 943, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.900826', 'http_post_time': '2026-02-27 18:21:24.900923', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:32.218952', 'zmq_push_time': '2026-02-27 18:22:32.218952', 'total_time_s': 67.31812620162964, 'http_queue_latency_s': 9.799003601074219e-05}
2026-02-27 18:22:32,427 - root - INFO - [Worker-0/PID-27546] - [1012270128] {'request_id': 1012270128, 'input_seq_len': 1273, 'output_seq_len': 805, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.457465', 'http_post_time': '2026-02-27 18:21:25.457566', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:32.426912', 'zmq_push_time': '2026-02-27 18:22:32.426912', 'total_time_s': 66.96944689750671, 'http_queue_latency_s': 0.00010156631469726562}
