2026-02-27 18:20:27,036 - root - INFO - [Worker-0/PID-25926] - Worker 0 (PID: 25926) logging initialized
2026-02-27 18:20:27,037 - root - INFO - [Worker-0/PID-25926] - Worker 0 starting (PID: 25926)
2026-02-27 18:20:27,803 - root - INFO - [Worker-0/PID-25926] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-02-27 18:20:27,803 - root - INFO - [Worker-0/PID-25926] - Worker 0 initialized successfully
2026-02-27 18:22:28,117 - root - INFO - [Worker-0/PID-25926] - [1012171152] {'request_id': 1012171152, 'input_seq_len': 5542, 'output_seq_len': 838, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.892429', 'http_post_time': '2026-02-27 18:21:24.892537', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:28.117716', 'zmq_push_time': '2026-02-27 18:22:28.117716', 'total_time_s': 63.22528672218323, 'http_queue_latency_s': 0.00010728836059570312}
2026-02-27 18:22:28,276 - root - INFO - [Worker-0/PID-25926] - [1012205968] {'request_id': 1012205968, 'input_seq_len': 1931, 'output_seq_len': 792, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.098497', 'http_post_time': '2026-02-27 18:21:25.098578', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:28.276660', 'zmq_push_time': '2026-02-27 18:22:28.276660', 'total_time_s': 63.178162813186646, 'http_queue_latency_s': 8.130073547363281e-05}
2026-02-27 18:22:30,840 - root - INFO - [Worker-0/PID-25926] - [1012186000] {'request_id': 1012186000, 'input_seq_len': 2944, 'output_seq_len': 882, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.008114', 'http_post_time': '2026-02-27 18:21:25.009235', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:30.840340', 'zmq_push_time': '2026-02-27 18:22:30.840340', 'total_time_s': 65.83222651481628, 'http_queue_latency_s': 0.0011212825775146484}
2026-02-27 18:22:31,120 - root - INFO - [Worker-0/PID-25926] - [1012346768] {'request_id': 1012346768, 'input_seq_len': 1545, 'output_seq_len': 654, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.823310', 'http_post_time': '2026-02-27 18:21:25.823406', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:31.119835', 'zmq_push_time': '2026-02-27 18:22:31.119835', 'total_time_s': 65.29652452468872, 'http_queue_latency_s': 9.5367431640625e-05}
2026-02-27 18:22:31,357 - root - INFO - [Worker-0/PID-25926] - [1012308880] {'request_id': 1012308880, 'input_seq_len': 1146, 'output_seq_len': 717, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.642397', 'http_post_time': '2026-02-27 18:21:25.642910', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:31.356804', 'zmq_push_time': '2026-02-27 18:22:31.356804', 'total_time_s': 65.71440744400024, 'http_queue_latency_s': 0.0005135536193847656}
2026-02-27 18:22:32,845 - root - INFO - [Worker-0/PID-25926] - [1012181392] {'request_id': 1012181392, 'input_seq_len': 5893, 'output_seq_len': 932, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.961060', 'http_post_time': '2026-02-27 18:21:24.961173', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:32.845561', 'zmq_push_time': '2026-02-27 18:22:32.845561', 'total_time_s': 67.88450050354004, 'http_queue_latency_s': 0.00011277198791503906}
2026-02-27 18:22:33,883 - root - INFO - [Worker-0/PID-25926] - [1012165008] {'request_id': 1012165008, 'input_seq_len': 1755, 'output_seq_len': 977, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.850973', 'http_post_time': '2026-02-27 18:21:24.851092', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:33.882874', 'zmq_push_time': '2026-02-27 18:22:33.882874', 'total_time_s': 69.03190064430237, 'http_queue_latency_s': 0.00011849403381347656}
2026-02-27 18:22:34,446 - root - INFO - [Worker-0/PID-25926] - [1012231568] {'request_id': 1012231568, 'input_seq_len': 2933, 'output_seq_len': 892, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.234037', 'http_post_time': '2026-02-27 18:21:25.234171', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:34.446649', 'zmq_push_time': '2026-02-27 18:22:34.446649', 'total_time_s': 69.2126111984253, 'http_queue_latency_s': 0.000133514404296875}
2026-02-27 18:22:34,688 - root - INFO - [Worker-0/PID-25926] - [1012172688] {'request_id': 1012172688, 'input_seq_len': 3614, 'output_seq_len': 983, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.902844', 'http_post_time': '2026-02-27 18:21:24.902948', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:34.688625', 'zmq_push_time': '2026-02-27 18:22:34.688625', 'total_time_s': 69.78578114509583, 'http_queue_latency_s': 0.00010395050048828125}
2026-02-27 18:22:34,793 - root - INFO - [Worker-0/PID-25926] - [1012168080] {'request_id': 1012168080, 'input_seq_len': 3095, 'output_seq_len': 991, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.873431', 'http_post_time': '2026-02-27 18:21:24.873572', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:34.793291', 'zmq_push_time': '2026-02-27 18:22:34.793291', 'total_time_s': 69.9198591709137, 'http_queue_latency_s': 0.00014019012451171875}
2026-02-27 18:22:34,933 - root - INFO - [Worker-0/PID-25926] - [1012182928] {'request_id': 1012182928, 'input_seq_len': 2513, 'output_seq_len': 972, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.970565', 'http_post_time': '2026-02-27 18:21:24.970642', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:34.933838', 'zmq_push_time': '2026-02-27 18:22:34.933838', 'total_time_s': 69.96327304840088, 'http_queue_latency_s': 7.653236389160156e-05}
