2026-02-27 22:20:50,802 - root - INFO - [Worker-0/PID-26527] - Worker 0 (PID: 26527) logging initialized
2026-02-27 22:20:50,803 - root - INFO - [Worker-0/PID-26527] - Worker 0 starting (PID: 26527)
2026-02-27 22:20:51,585 - root - INFO - [Worker-0/PID-26527] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-02-27 22:20:51,586 - root - INFO - [Worker-0/PID-26527] - Worker 0 initialized successfully
2026-02-27 22:21:32,789 - root - INFO - [Worker-0/PID-26527] - [719629040] {'request_id': 719629040, 'input_seq_len': 194, 'output_seq_len': 515, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.620189', 'http_post_time': '2026-02-27 22:21:19.620369', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:32.789420', 'zmq_push_time': '2026-02-27 22:21:32.789420', 'total_time_s': 13.169230699539185, 'http_queue_latency_s': 0.00017976760864257812}
2026-02-27 22:21:37,785 - root - INFO - [Worker-0/PID-26527] - [719555312] {'request_id': 719555312, 'input_seq_len': 162, 'output_seq_len': 762, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.511212', 'http_post_time': '2026-02-27 22:21:19.511253', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:37.784996', 'zmq_push_time': '2026-02-27 22:21:37.784996', 'total_time_s': 18.273784160614014, 'http_queue_latency_s': 4.100799560546875e-05}
2026-02-27 22:21:39,982 - root - INFO - [Worker-0/PID-26527] - [719516400] {'request_id': 719516400, 'input_seq_len': 273, 'output_seq_len': 871, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.461291', 'http_post_time': '2026-02-27 22:21:19.461334', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:39.982302', 'zmq_push_time': '2026-02-27 22:21:39.982302', 'total_time_s': 20.52101159095764, 'http_queue_latency_s': 4.3392181396484375e-05}
2026-02-27 22:21:40,148 - root - INFO - [Worker-0/PID-26527] - [719525104] {'request_id': 719525104, 'input_seq_len': 469, 'output_seq_len': 877, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.481479', 'http_post_time': '2026-02-27 22:21:19.483697', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:40.147971', 'zmq_push_time': '2026-02-27 22:21:40.147971', 'total_time_s': 20.666491985321045, 'http_queue_latency_s': 0.0022172927856445312}
2026-02-27 22:21:40,581 - root - INFO - [Worker-0/PID-26527] - [719585520] {'request_id': 719585520, 'input_seq_len': 327, 'output_seq_len': 889, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.547131', 'http_post_time': '2026-02-27 22:21:19.547183', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:40.580926', 'zmq_push_time': '2026-02-27 22:21:40.580926', 'total_time_s': 21.03379535675049, 'http_queue_latency_s': 5.245208740234375e-05}
2026-02-27 22:21:41,517 - root - INFO - [Worker-0/PID-26527] - [719521520] {'request_id': 719521520, 'input_seq_len': 333, 'output_seq_len': 941, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.468770', 'http_post_time': '2026-02-27 22:21:19.468826', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:41.517890', 'zmq_push_time': '2026-02-27 22:21:41.517890', 'total_time_s': 22.049120903015137, 'http_queue_latency_s': 5.6743621826171875e-05}
2026-02-27 22:21:43,305 - root - INFO - [Worker-0/PID-26527] - [719536880] {'request_id': 719536880, 'input_seq_len': 466, 'output_seq_len': 1022, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.491136', 'http_post_time': '2026-02-27 22:21:19.491339', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:43.305045', 'zmq_push_time': '2026-02-27 22:21:43.305045', 'total_time_s': 23.81390905380249, 'http_queue_latency_s': 0.00020313262939453125}
2026-02-27 22:21:43,644 - root - INFO - [Worker-0/PID-26527] - [719625968] {'request_id': 719625968, 'input_seq_len': 441, 'output_seq_len': 1024, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.615985', 'http_post_time': '2026-02-27 22:21:19.616071', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:43.644430', 'zmq_push_time': '2026-02-27 22:21:43.644430', 'total_time_s': 24.02844500541687, 'http_queue_latency_s': 8.559226989746094e-05}
2026-02-27 22:21:44,269 - root - INFO - [Worker-0/PID-26527] - [719538928] {'request_id': 719538928, 'input_seq_len': 326, 'output_seq_len': 1066, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.493561', 'http_post_time': '2026-02-27 22:21:19.493598', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:44.269167', 'zmq_push_time': '2026-02-27 22:21:44.269167', 'total_time_s': 24.775606155395508, 'http_queue_latency_s': 3.7670135498046875e-05}
2026-02-27 22:21:44,861 - root - INFO - [Worker-0/PID-26527] - [719503088] {'request_id': 719503088, 'input_seq_len': 405, 'output_seq_len': 1098, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.433494', 'http_post_time': '2026-02-27 22:21:19.433537', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:44.861265', 'zmq_push_time': '2026-02-27 22:21:44.861265', 'total_time_s': 25.427770853042603, 'http_queue_latency_s': 4.291534423828125e-05}
2026-02-27 22:21:45,137 - root - INFO - [Worker-0/PID-26527] - [719522544] {'request_id': 719522544, 'input_seq_len': 374, 'output_seq_len': 1108, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.469782', 'http_post_time': '2026-02-27 22:21:19.469856', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:45.137137', 'zmq_push_time': '2026-02-27 22:21:45.137137', 'total_time_s': 25.667355060577393, 'http_queue_latency_s': 7.390975952148438e-05}
2026-02-27 22:21:45,335 - root - INFO - [Worker-0/PID-26527] - [719516912] {'request_id': 719516912, 'input_seq_len': 673, 'output_seq_len': 1118, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.462001', 'http_post_time': '2026-02-27 22:21:19.462049', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:45.335758', 'zmq_push_time': '2026-02-27 22:21:45.335758', 'total_time_s': 25.873757123947144, 'http_queue_latency_s': 4.8160552978515625e-05}
