2026-02-27 22:21:18,101 - root - INFO - [Worker-0/PID-27733] - Worker 0 (PID: 27733) logging initialized
2026-02-27 22:21:18,102 - root - INFO - [Worker-0/PID-27733] - Worker 0 starting (PID: 27733)
2026-02-27 22:21:18,934 - root - INFO - [Worker-0/PID-27733] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-02-27 22:21:18,935 - root - INFO - [Worker-0/PID-27733] - Worker 0 initialized successfully
2026-02-27 22:21:35,962 - root - INFO - [Worker-0/PID-27733] - [719616592] {'request_id': 719616592, 'input_seq_len': 309, 'output_seq_len': 666, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.605685', 'http_post_time': '2026-02-27 22:21:19.605973', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:35.962633', 'zmq_push_time': '2026-02-27 22:21:35.962633', 'total_time_s': 16.356948137283325, 'http_queue_latency_s': 0.0002880096435546875}
2026-02-27 22:21:37,782 - root - INFO - [Worker-0/PID-27733] - [719518800] {'request_id': 719518800, 'input_seq_len': 410, 'output_seq_len': 767, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.464892', 'http_post_time': '2026-02-27 22:21:19.465002', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:37.782377', 'zmq_push_time': '2026-02-27 22:21:37.782377', 'total_time_s': 18.317484855651855, 'http_queue_latency_s': 0.00011038780212402344}
2026-02-27 22:21:38,018 - root - INFO - [Worker-0/PID-27733] - [719546960] {'request_id': 719546960, 'input_seq_len': 474, 'output_seq_len': 773, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.502703', 'http_post_time': '2026-02-27 22:21:19.502888', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:38.018407', 'zmq_push_time': '2026-02-27 22:21:38.018407', 'total_time_s': 18.515703439712524, 'http_queue_latency_s': 0.00018525123596191406}
2026-02-27 22:21:38,292 - root - INFO - [Worker-0/PID-27733] - [719575120] {'request_id': 719575120, 'input_seq_len': 354, 'output_seq_len': 782, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.534767', 'http_post_time': '2026-02-27 22:21:19.534859', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:38.291935', 'zmq_push_time': '2026-02-27 22:21:38.291935', 'total_time_s': 18.75716757774353, 'http_queue_latency_s': 9.179115295410156e-05}
2026-02-27 22:21:43,357 - root - INFO - [Worker-0/PID-27733] - [719593040] {'request_id': 719593040, 'input_seq_len': 454, 'output_seq_len': 1014, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.585159', 'http_post_time': '2026-02-27 22:21:19.587845', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:43.357353', 'zmq_push_time': '2026-02-27 22:21:43.357353', 'total_time_s': 23.772193908691406, 'http_queue_latency_s': 0.0026862621307373047}
2026-02-27 22:21:43,463 - root - INFO - [Worker-0/PID-27733] - [719570512] {'request_id': 719570512, 'input_seq_len': 434, 'output_seq_len': 1023, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.529772', 'http_post_time': '2026-02-27 22:21:19.529898', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:43.463228', 'zmq_push_time': '2026-02-27 22:21:43.463228', 'total_time_s': 23.933456659317017, 'http_queue_latency_s': 0.00012636184692382812}
2026-02-27 22:21:44,463 - root - INFO - [Worker-0/PID-27733] - [719507536] {'request_id': 719507536, 'input_seq_len': 546, 'output_seq_len': 1078, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.444185', 'http_post_time': '2026-02-27 22:21:19.444357', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:44.463165', 'zmq_push_time': '2026-02-27 22:21:44.463165', 'total_time_s': 25.018980264663696, 'http_queue_latency_s': 0.00017261505126953125}
2026-02-27 22:21:44,574 - root - INFO - [Worker-0/PID-27733] - [719575632] {'request_id': 719575632, 'input_seq_len': 367, 'output_seq_len': 1073, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.536104', 'http_post_time': '2026-02-27 22:21:19.536181', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:44.574524', 'zmq_push_time': '2026-02-27 22:21:44.574524', 'total_time_s': 25.03841996192932, 'http_queue_latency_s': 7.677078247070312e-05}
2026-02-27 22:21:44,856 - root - INFO - [Worker-0/PID-27733] - [719526480] {'request_id': 719526480, 'input_seq_len': 457, 'output_seq_len': 1094, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.477018', 'http_post_time': '2026-02-27 22:21:19.477065', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:44.856221', 'zmq_push_time': '2026-02-27 22:21:44.856221', 'total_time_s': 25.379202604293823, 'http_queue_latency_s': 4.649162292480469e-05}
2026-02-27 22:21:44,959 - root - INFO - [Worker-0/PID-27733] - [719561296] {'request_id': 719561296, 'input_seq_len': 323, 'output_seq_len': 1093, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.518575', 'http_post_time': '2026-02-27 22:21:19.518643', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:44.959029', 'zmq_push_time': '2026-02-27 22:21:44.959029', 'total_time_s': 25.44045400619507, 'http_queue_latency_s': 6.818771362304688e-05}
2026-02-27 22:21:45,532 - root - INFO - [Worker-0/PID-27733] - [719623248] {'request_id': 719623248, 'input_seq_len': 399, 'output_seq_len': 1109, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.612570', 'http_post_time': '2026-02-27 22:21:19.612626', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:45.532409', 'zmq_push_time': '2026-02-27 22:21:45.532409', 'total_time_s': 25.91983962059021, 'http_queue_latency_s': 5.5789947509765625e-05}
