2026-02-27 22:20:50,887 - root - INFO - [Worker-1/PID-26528] - Worker 1 (PID: 26528) logging initialized
2026-02-27 22:20:50,888 - root - INFO - [Worker-1/PID-26528] - Worker 1 starting (PID: 26528)
2026-02-27 22:20:51,679 - root - INFO - [Worker-1/PID-26528] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-02-27 22:20:51,679 - root - INFO - [Worker-1/PID-26528] - Worker 1 initialized successfully
2026-02-27 22:21:28,789 - root - INFO - [Worker-1/PID-26528] - [719600112] {'request_id': 719600112, 'input_seq_len': 207, 'output_seq_len': 327, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.587760', 'http_post_time': '2026-02-27 22:21:19.588432', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:28.788771', 'zmq_push_time': '2026-02-27 22:21:28.788771', 'total_time_s': 9.201011180877686, 'http_queue_latency_s': 0.0006721019744873047}
2026-02-27 22:21:30,247 - root - INFO - [Worker-1/PID-26528] - [719502832] {'request_id': 719502832, 'input_seq_len': 188, 'output_seq_len': 392, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.433127', 'http_post_time': '2026-02-27 22:21:19.433201', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:30.247176', 'zmq_push_time': '2026-02-27 22:21:30.247176', 'total_time_s': 10.814049005508423, 'http_queue_latency_s': 7.414817810058594e-05}
2026-02-27 22:21:32,356 - root - INFO - [Worker-1/PID-26528] - [719579120] {'request_id': 719579120, 'input_seq_len': 194, 'output_seq_len': 501, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.540036', 'http_post_time': '2026-02-27 22:21:19.540616', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:32.356520', 'zmq_push_time': '2026-02-27 22:21:32.356520', 'total_time_s': 12.816484212875366, 'http_queue_latency_s': 0.0005795955657958984}
2026-02-27 22:21:32,623 - root - INFO - [Worker-1/PID-26528] - [719559664] {'request_id': 719559664, 'input_seq_len': 215, 'output_seq_len': 517, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.516301', 'http_post_time': '2026-02-27 22:21:19.516388', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:32.623205', 'zmq_push_time': '2026-02-27 22:21:32.623205', 'total_time_s': 13.10690426826477, 'http_queue_latency_s': 8.726119995117188e-05}
2026-02-27 22:21:38,076 - root - INFO - [Worker-1/PID-26528] - [719546864] {'request_id': 719546864, 'input_seq_len': 330, 'output_seq_len': 777, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.502322', 'http_post_time': '2026-02-27 22:21:19.502414', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:38.076706', 'zmq_push_time': '2026-02-27 22:21:38.076706', 'total_time_s': 18.57438349723816, 'http_queue_latency_s': 9.179115295410156e-05}
2026-02-27 22:21:40,106 - root - INFO - [Worker-1/PID-26528] - [719605744] {'request_id': 719605744, 'input_seq_len': 393, 'output_seq_len': 864, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.594143', 'http_post_time': '2026-02-27 22:21:19.594628', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:40.106589', 'zmq_push_time': '2026-02-27 22:21:40.106589', 'total_time_s': 20.51244568824768, 'http_queue_latency_s': 0.0004849433898925781}
2026-02-27 22:21:42,338 - root - INFO - [Worker-1/PID-26528] - [719592944] {'request_id': 719592944, 'input_seq_len': 411, 'output_seq_len': 968, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.584077', 'http_post_time': '2026-02-27 22:21:19.586576', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:42.338174', 'zmq_push_time': '2026-02-27 22:21:42.338174', 'total_time_s': 22.75409698486328, 'http_queue_latency_s': 0.002498626708984375}
2026-02-27 22:21:42,678 - root - INFO - [Worker-1/PID-26528] - [719563760] {'request_id': 719563760, 'input_seq_len': 478, 'output_seq_len': 989, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.522181', 'http_post_time': '2026-02-27 22:21:19.522245', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:42.678875', 'zmq_push_time': '2026-02-27 22:21:42.678875', 'total_time_s': 23.156694650650024, 'http_queue_latency_s': 6.389617919921875e-05}
2026-02-27 22:21:43,180 - root - INFO - [Worker-1/PID-26528] - [719568368] {'request_id': 719568368, 'input_seq_len': 411, 'output_seq_len': 1011, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.527380', 'http_post_time': '2026-02-27 22:21:19.527442', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:43.180282', 'zmq_push_time': '2026-02-27 22:21:43.180282', 'total_time_s': 23.652901649475098, 'http_queue_latency_s': 6.222724914550781e-05}
2026-02-27 22:21:43,299 - root - INFO - [Worker-1/PID-26528] - [719610352] {'request_id': 719610352, 'input_seq_len': 318, 'output_seq_len': 1010, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.598500', 'http_post_time': '2026-02-27 22:21:19.598614', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:43.299068', 'zmq_push_time': '2026-02-27 22:21:43.299068', 'total_time_s': 23.700567960739136, 'http_queue_latency_s': 0.00011324882507324219}
2026-02-27 22:21:43,437 - root - INFO - [Worker-1/PID-26528] - [719611376] {'request_id': 719611376, 'input_seq_len': 468, 'output_seq_len': 1017, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.599222', 'http_post_time': '2026-02-27 22:21:19.599586', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:43.437761', 'zmq_push_time': '2026-02-27 22:21:43.437761', 'total_time_s': 23.838538646697998, 'http_queue_latency_s': 0.0003643035888671875}
