2026-03-03 01:01:19,887 - root - INFO - [Worker-1/PID-25674] - Worker 1 (PID: 25674) logging initialized
2026-03-03 01:01:19,889 - root - INFO - [Worker-1/PID-25674] - Worker 1 starting (PID: 25674)
2026-03-03 01:01:20,713 - root - INFO - [Worker-1/PID-25674] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:01:20,713 - root - INFO - [Worker-1/PID-25674] - Worker 1 initialized successfully
2026-03-03 01:02:41,577 - root - INFO - [Worker-1/PID-25674] - [740689216] {'request_id': 740689216, 'input_seq_len': 600, 'output_seq_len': 574, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.685901', 'http_post_time': '2026-03-03 01:01:50.685983', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:41.577711', 'zmq_push_time': '2026-03-03 01:02:41.577711', 'total_time_s': 50.891810178756714, 'http_queue_latency_s': 8.273124694824219e-05}
2026-03-03 01:02:46,673 - root - INFO - [Worker-1/PID-25674] - [740649792] {'request_id': 740649792, 'input_seq_len': 2553, 'output_seq_len': 757, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.406471', 'http_post_time': '2026-03-03 01:01:50.407657', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:46.672948', 'zmq_push_time': '2026-03-03 01:02:46.672948', 'total_time_s': 56.26647615432739, 'http_queue_latency_s': 0.0011858940124511719}
2026-03-03 01:02:47,599 - root - INFO - [Worker-1/PID-25674] - [740708672] {'request_id': 740708672, 'input_seq_len': 1685, 'output_seq_len': 698, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.802533', 'http_post_time': '2026-03-03 01:01:50.802609', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:47.599148', 'zmq_push_time': '2026-03-03 01:02:47.599148', 'total_time_s': 56.7966148853302, 'http_queue_latency_s': 7.581710815429688e-05}
2026-03-03 01:02:48,997 - root - INFO - [Worker-1/PID-25674] - [740650304] {'request_id': 740650304, 'input_seq_len': 1692, 'output_seq_len': 813, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.408917', 'http_post_time': '2026-03-03 01:01:50.409453', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:48.996811', 'zmq_push_time': '2026-03-03 01:02:48.996811', 'total_time_s': 58.58789396286011, 'http_queue_latency_s': 0.0005362033843994141}
2026-03-03 01:02:50,652 - root - INFO - [Worker-1/PID-25674] - [740678976] {'request_id': 740678976, 'input_seq_len': 1800, 'output_seq_len': 813, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.619731', 'http_post_time': '2026-03-03 01:01:50.619837', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:50.652450', 'zmq_push_time': '2026-03-03 01:02:50.652450', 'total_time_s': 60.03271842002869, 'http_queue_latency_s': 0.00010609626770019531}
2026-03-03 01:02:53,562 - root - INFO - [Worker-1/PID-25674] - [740680000] {'request_id': 740680000, 'input_seq_len': 1470, 'output_seq_len': 879, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.627768', 'http_post_time': '2026-03-03 01:01:50.627870', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:53.562342', 'zmq_push_time': '2026-03-03 01:02:53.562342', 'total_time_s': 62.934574604034424, 'http_queue_latency_s': 0.00010275840759277344}
2026-03-03 01:02:54,056 - root - INFO - [Worker-1/PID-25674] - [740656448] {'request_id': 740656448, 'input_seq_len': 2496, 'output_seq_len': 922, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.466631', 'http_post_time': '2026-03-03 01:01:50.467227', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:54.055940', 'zmq_push_time': '2026-03-03 01:02:54.055940', 'total_time_s': 63.589308738708496, 'http_queue_latency_s': 0.0005950927734375}
2026-03-03 01:02:55,081 - root - INFO - [Worker-1/PID-25674] - [740708160] {'request_id': 740708160, 'input_seq_len': 2762, 'output_seq_len': 876, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.799068', 'http_post_time': '2026-03-03 01:01:50.799150', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.081152', 'zmq_push_time': '2026-03-03 01:02:55.081152', 'total_time_s': 64.28208351135254, 'http_queue_latency_s': 8.177757263183594e-05}
2026-03-03 01:02:55,480 - root - INFO - [Worker-1/PID-25674] - [740733248] {'request_id': 740733248, 'input_seq_len': 3023, 'output_seq_len': 848, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.973023', 'http_post_time': '2026-03-03 01:01:50.973111', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.480649', 'zmq_push_time': '2026-03-03 01:02:55.480649', 'total_time_s': 64.50762677192688, 'http_queue_latency_s': 8.845329284667969e-05}
2026-03-03 01:02:56,323 - root - INFO - [Worker-1/PID-25674] - [740817728] {'request_id': 740817728, 'input_seq_len': 1547, 'output_seq_len': 740, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.473111', 'http_post_time': '2026-03-03 01:01:51.473178', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:56.322998', 'zmq_push_time': '2026-03-03 01:02:56.322998', 'total_time_s': 64.84988689422607, 'http_queue_latency_s': 6.699562072753906e-05}
2026-03-03 01:02:57,584 - root - INFO - [Worker-1/PID-25674] - [740688192] {'request_id': 740688192, 'input_seq_len': 3464, 'output_seq_len': 960, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.679618', 'http_post_time': '2026-03-03 01:01:50.679700', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:57.584016', 'zmq_push_time': '2026-03-03 01:02:57.584016', 'total_time_s': 66.90439772605896, 'http_queue_latency_s': 8.225440979003906e-05}
