2026-03-03 01:21:42,801 - root - INFO - [Worker-1/PID-24229] - Worker 1 (PID: 24229) logging initialized
2026-03-03 01:21:42,803 - root - INFO - [Worker-1/PID-24229] - Worker 1 starting (PID: 24229)
2026-03-03 01:21:43,588 - root - INFO - [Worker-1/PID-24229] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:21:43,588 - root - INFO - [Worker-1/PID-24229] - Worker 1 initialized successfully
2026-03-03 01:22:35,448 - root - INFO - [Worker-1/PID-24229] - [521328480] {'request_id': 521328480, 'input_seq_len': 220, 'output_seq_len': 286, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.190267', 'http_post_time': '2026-03-03 01:22:27.190300', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:35.447955', 'zmq_push_time': '2026-03-03 01:22:35.447955', 'total_time_s': 8.257688760757446, 'http_queue_latency_s': 3.361701965332031e-05}
2026-03-03 01:22:42,185 - root - INFO - [Worker-1/PID-24229] - [521375584] {'request_id': 521375584, 'input_seq_len': 461, 'output_seq_len': 565, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.246695', 'http_post_time': '2026-03-03 01:22:27.246725', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:42.185655', 'zmq_push_time': '2026-03-03 01:22:42.185655', 'total_time_s': 14.938960552215576, 'http_queue_latency_s': 3.075599670410156e-05}
2026-03-03 01:22:43,628 - root - INFO - [Worker-1/PID-24229] - [521404768] {'request_id': 521404768, 'input_seq_len': 321, 'output_seq_len': 646, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.276723', 'http_post_time': '2026-03-03 01:22:27.279581', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:43.628780', 'zmq_push_time': '2026-03-03 01:22:43.628780', 'total_time_s': 16.352057456970215, 'http_queue_latency_s': 0.0028581619262695312}
2026-03-03 01:22:44,310 - root - INFO - [Worker-1/PID-24229] - [521396576] {'request_id': 521396576, 'input_seq_len': 175, 'output_seq_len': 677, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.276289', 'http_post_time': '2026-03-03 01:22:27.278740', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:44.309870', 'zmq_push_time': '2026-03-03 01:22:44.309870', 'total_time_s': 17.033581972122192, 'http_queue_latency_s': 0.002451658248901367}
2026-03-03 01:22:45,696 - root - INFO - [Worker-1/PID-24229] - [521349984] {'request_id': 521349984, 'input_seq_len': 129, 'output_seq_len': 744, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.214323', 'http_post_time': '2026-03-03 01:22:27.214350', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:45.696353', 'zmq_push_time': '2026-03-03 01:22:45.696353', 'total_time_s': 18.482030391693115, 'http_queue_latency_s': 2.7418136596679688e-05}
2026-03-03 01:22:47,328 - root - INFO - [Worker-1/PID-24229] - [521419616] {'request_id': 521419616, 'input_seq_len': 169, 'output_seq_len': 806, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.298121', 'http_post_time': '2026-03-03 01:22:27.298198', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:47.328499', 'zmq_push_time': '2026-03-03 01:22:47.328499', 'total_time_s': 20.03037738800049, 'http_queue_latency_s': 7.62939453125e-05}
2026-03-03 01:22:47,766 - root - INFO - [Worker-1/PID-24229] - [521346400] {'request_id': 521346400, 'input_seq_len': 339, 'output_seq_len': 835, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.209425', 'http_post_time': '2026-03-03 01:22:27.209457', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:47.765864', 'zmq_push_time': '2026-03-03 01:22:47.765864', 'total_time_s': 20.55643939971924, 'http_queue_latency_s': 3.1948089599609375e-05}
2026-03-03 01:22:48,057 - root - INFO - [Worker-1/PID-24229] - [521371488] {'request_id': 521371488, 'input_seq_len': 128, 'output_seq_len': 844, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.243553', 'http_post_time': '2026-03-03 01:22:27.243749', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:48.057367', 'zmq_push_time': '2026-03-03 01:22:48.057367', 'total_time_s': 20.81381344795227, 'http_queue_latency_s': 0.0001957416534423828}
2026-03-03 01:22:50,120 - root - INFO - [Worker-1/PID-24229] - [521382240] {'request_id': 521382240, 'input_seq_len': 266, 'output_seq_len': 934, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.275467', 'http_post_time': '2026-03-03 01:22:27.277231', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:50.120325', 'zmq_push_time': '2026-03-03 01:22:50.120325', 'total_time_s': 22.844857931137085, 'http_queue_latency_s': 0.001764059066772461}
2026-03-03 01:22:50,509 - root - INFO - [Worker-1/PID-24229] - [521373024] {'request_id': 521373024, 'input_seq_len': 357, 'output_seq_len': 952, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.244103', 'http_post_time': '2026-03-03 01:22:27.244142', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:50.509672', 'zmq_push_time': '2026-03-03 01:22:50.509672', 'total_time_s': 23.265568494796753, 'http_queue_latency_s': 3.814697265625e-05}
2026-03-03 01:22:51,214 - root - INFO - [Worker-1/PID-24229] - [521293664] {'request_id': 521293664, 'input_seq_len': 215, 'output_seq_len': 995, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.132650', 'http_post_time': '2026-03-03 01:22:27.132694', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:51.214149', 'zmq_push_time': '2026-03-03 01:22:51.214149', 'total_time_s': 24.081499576568604, 'http_queue_latency_s': 4.482269287109375e-05}
2026-03-03 01:22:52,446 - root - INFO - [Worker-1/PID-24229] - [521409376] {'request_id': 521409376, 'input_seq_len': 506, 'output_seq_len': 1032, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.284152', 'http_post_time': '2026-03-03 01:22:27.284908', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:52.445993', 'zmq_push_time': '2026-03-03 01:22:52.445993', 'total_time_s': 25.16184139251709, 'http_queue_latency_s': 0.0007562637329101562}
2026-03-03 01:22:53,327 - root - INFO - [Worker-1/PID-24229] - [521380704] {'request_id': 521380704, 'input_seq_len': 469, 'output_seq_len': 1074, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.251755', 'http_post_time': '2026-03-03 01:22:27.251790', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:53.327026', 'zmq_push_time': '2026-03-03 01:22:53.327026', 'total_time_s': 26.075271368026733, 'http_queue_latency_s': 3.457069396972656e-05}
2026-03-03 01:22:54,560 - root - INFO - [Worker-1/PID-24229] - [521320288] {'request_id': 521320288, 'input_seq_len': 192, 'output_seq_len': 1137, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.182076', 'http_post_time': '2026-03-03 01:22:27.182119', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:54.560000', 'zmq_push_time': '2026-03-03 01:22:54.560000', 'total_time_s': 27.37792420387268, 'http_queue_latency_s': 4.291534423828125e-05}
