2026-03-03 01:21:25,884 - root - INFO - [Worker-0/PID-23424] - Worker 0 (PID: 23424) logging initialized
2026-03-03 01:21:25,885 - root - INFO - [Worker-0/PID-23424] - Worker 0 starting (PID: 23424)
2026-03-03 01:21:26,617 - root - INFO - [Worker-0/PID-23424] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:21:26,618 - root - INFO - [Worker-0/PID-23424] - Worker 0 initialized successfully
2026-03-03 01:22:38,764 - root - INFO - [Worker-0/PID-23424] - [521292832] {'request_id': 521292832, 'input_seq_len': 220, 'output_seq_len': 370, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.129486', 'http_post_time': '2026-03-03 01:22:27.129583', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:38.763939', 'zmq_push_time': '2026-03-03 01:22:38.763939', 'total_time_s': 11.634452819824219, 'http_queue_latency_s': 9.751319885253906e-05}
2026-03-03 01:22:39,009 - root - INFO - [Worker-0/PID-23424] - [521408544] {'request_id': 521408544, 'input_seq_len': 207, 'output_seq_len': 364, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.285712', 'http_post_time': '2026-03-03 01:22:27.286861', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:39.009777', 'zmq_push_time': '2026-03-03 01:22:39.009777', 'total_time_s': 11.724065780639648, 'http_queue_latency_s': 0.0011491775512695312}
2026-03-03 01:22:42,105 - root - INFO - [Worker-0/PID-23424] - [521325088] {'request_id': 521325088, 'input_seq_len': 312, 'output_seq_len': 522, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.208059', 'http_post_time': '2026-03-03 01:22:27.212178', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:42.104898', 'zmq_push_time': '2026-03-03 01:22:42.104898', 'total_time_s': 14.896839141845703, 'http_queue_latency_s': 0.004119873046875}
2026-03-03 01:22:43,939 - root - INFO - [Worker-0/PID-23424] - [521415200] {'request_id': 521415200, 'input_seq_len': 215, 'output_seq_len': 594, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.292909', 'http_post_time': '2026-03-03 01:22:27.293400', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:43.939070', 'zmq_push_time': '2026-03-03 01:22:43.939070', 'total_time_s': 16.64616107940674, 'http_queue_latency_s': 0.0004913806915283203}
2026-03-03 01:22:46,032 - root - INFO - [Worker-0/PID-23424] - [521368096] {'request_id': 521368096, 'input_seq_len': 224, 'output_seq_len': 701, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.239083', 'http_post_time': '2026-03-03 01:22:27.239138', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:46.032695', 'zmq_push_time': '2026-03-03 01:22:46.032695', 'total_time_s': 18.793612241744995, 'http_queue_latency_s': 5.5789947509765625e-05}
2026-03-03 01:22:47,722 - root - INFO - [Worker-0/PID-23424] - [521348128] {'request_id': 521348128, 'input_seq_len': 336, 'output_seq_len': 782, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.215769', 'http_post_time': '2026-03-03 01:22:27.217116', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:47.722486', 'zmq_push_time': '2026-03-03 01:22:47.722486', 'total_time_s': 20.506717920303345, 'http_queue_latency_s': 0.0013473033905029297}
2026-03-03 01:22:48,918 - root - INFO - [Worker-0/PID-23424] - [521302048] {'request_id': 521302048, 'input_seq_len': 309, 'output_seq_len': 843, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.155734', 'http_post_time': '2026-03-03 01:22:27.155823', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:48.918587', 'zmq_push_time': '2026-03-03 01:22:48.918587', 'total_time_s': 21.762853860855103, 'http_queue_latency_s': 8.940696716308594e-05}
2026-03-03 01:22:50,113 - root - INFO - [Worker-0/PID-23424] - [521351200] {'request_id': 521351200, 'input_seq_len': 393, 'output_seq_len': 891, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.220132', 'http_post_time': '2026-03-03 01:22:27.221601', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:50.113629', 'zmq_push_time': '2026-03-03 01:22:50.113629', 'total_time_s': 22.8934965133667, 'http_queue_latency_s': 0.0014688968658447266}
2026-03-03 01:22:50,660 - root - INFO - [Worker-0/PID-23424] - [521345568] {'request_id': 521345568, 'input_seq_len': 426, 'output_seq_len': 916, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.210018', 'http_post_time': '2026-03-03 01:22:27.215325', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:50.660489', 'zmq_push_time': '2026-03-03 01:22:50.660489', 'total_time_s': 23.45047092437744, 'http_queue_latency_s': 0.005306243896484375}
2026-03-03 01:22:51,342 - root - INFO - [Worker-0/PID-23424] - [521344544] {'request_id': 521344544, 'input_seq_len': 346, 'output_seq_len': 948, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.209946', 'http_post_time': '2026-03-03 01:22:27.215195', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:51.342321', 'zmq_push_time': '2026-03-03 01:22:51.342321', 'total_time_s': 24.132375240325928, 'http_queue_latency_s': 0.0052492618560791016}
2026-03-03 01:22:54,643 - root - INFO - [Worker-0/PID-23424] - [521297440] {'request_id': 521297440, 'input_seq_len': 319, 'output_seq_len': 1104, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.144628', 'http_post_time': '2026-03-03 01:22:27.144701', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:54.643502', 'zmq_push_time': '2026-03-03 01:22:54.643502', 'total_time_s': 27.498874187469482, 'http_queue_latency_s': 7.367134094238281e-05}
