2026-03-03 01:21:34,095 - root - INFO - [Worker-0/PID-23826] - Worker 0 (PID: 23826) logging initialized
2026-03-03 01:21:34,097 - root - INFO - [Worker-0/PID-23826] - Worker 0 starting (PID: 23826)
2026-03-03 01:21:34,880 - root - INFO - [Worker-0/PID-23826] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:21:34,880 - root - INFO - [Worker-0/PID-23826] - Worker 0 initialized successfully
2026-03-03 01:22:42,888 - root - INFO - [Worker-0/PID-23826] - [521301056] {'request_id': 521301056, 'input_seq_len': 215, 'output_seq_len': 662, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.153293', 'http_post_time': '2026-03-03 01:22:27.153337', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:42.888485', 'zmq_push_time': '2026-03-03 01:22:42.888485', 'total_time_s': 15.735191822052002, 'http_queue_latency_s': 4.38690185546875e-05}
2026-03-03 01:22:45,158 - root - INFO - [Worker-0/PID-23826] - [521360960] {'request_id': 521360960, 'input_seq_len': 403, 'output_seq_len': 759, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.230657', 'http_post_time': '2026-03-03 01:22:27.230713', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:45.158238', 'zmq_push_time': '2026-03-03 01:22:45.158238', 'total_time_s': 17.92758059501648, 'http_queue_latency_s': 5.5789947509765625e-05}
2026-03-03 01:22:45,943 - root - INFO - [Worker-0/PID-23826] - [521329216] {'request_id': 521329216, 'input_seq_len': 354, 'output_seq_len': 801, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.207218', 'http_post_time': '2026-03-03 01:22:27.211092', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:45.943337', 'zmq_push_time': '2026-03-03 01:22:45.943337', 'total_time_s': 18.73611879348755, 'http_queue_latency_s': 0.003874540328979492}
2026-03-03 01:22:46,727 - root - INFO - [Worker-0/PID-23826] - [521323072] {'request_id': 521323072, 'input_seq_len': 162, 'output_seq_len': 837, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.206683', 'http_post_time': '2026-03-03 01:22:27.210168', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:46.727224', 'zmq_push_time': '2026-03-03 01:22:46.727224', 'total_time_s': 19.520540952682495, 'http_queue_latency_s': 0.0034847259521484375}
2026-03-03 01:22:47,851 - root - INFO - [Worker-0/PID-23826] - [521323584] {'request_id': 521323584, 'input_seq_len': 224, 'output_seq_len': 889, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.206711', 'http_post_time': '2026-03-03 01:22:27.210219', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:47.851889', 'zmq_push_time': '2026-03-03 01:22:47.851889', 'total_time_s': 20.645177364349365, 'http_queue_latency_s': 0.003507375717163086}
2026-03-03 01:22:48,172 - root - INFO - [Worker-0/PID-23826] - [521416768] {'request_id': 521416768, 'input_seq_len': 317, 'output_seq_len': 890, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.294226', 'http_post_time': '2026-03-03 01:22:27.294283', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:48.171977', 'zmq_push_time': '2026-03-03 01:22:48.171977', 'total_time_s': 20.877750158309937, 'http_queue_latency_s': 5.6743621826171875e-05}
2026-03-03 01:22:48,474 - root - INFO - [Worker-0/PID-23826] - [521390144] {'request_id': 521390144, 'input_seq_len': 311, 'output_seq_len': 909, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.276962', 'http_post_time': '2026-03-03 01:22:27.280319', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:48.474384', 'zmq_push_time': '2026-03-03 01:22:48.474384', 'total_time_s': 21.19742250442505, 'http_queue_latency_s': 0.0033571720123291016}
2026-03-03 01:22:50,831 - root - INFO - [Worker-0/PID-23826] - [521389632] {'request_id': 521389632, 'input_seq_len': 545, 'output_seq_len': 1017, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.276924', 'http_post_time': '2026-03-03 01:22:27.280250', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:50.830930', 'zmq_push_time': '2026-03-03 01:22:50.830930', 'total_time_s': 23.554006338119507, 'http_queue_latency_s': 0.003325939178466797}
2026-03-03 01:22:53,340 - root - INFO - [Worker-0/PID-23826] - [521359424] {'request_id': 521359424, 'input_seq_len': 163, 'output_seq_len': 1135, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.228888', 'http_post_time': '2026-03-03 01:22:27.228940', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:53.340485', 'zmq_push_time': '2026-03-03 01:22:53.340485', 'total_time_s': 26.11159634590149, 'http_queue_latency_s': 5.173683166503906e-05}
2026-03-03 01:22:53,731 - root - INFO - [Worker-0/PID-23826] - [521401920] {'request_id': 521401920, 'input_seq_len': 380, 'output_seq_len': 1148, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.277947', 'http_post_time': '2026-03-03 01:22:27.281918', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:53.731765', 'zmq_push_time': '2026-03-03 01:22:53.731765', 'total_time_s': 26.45381784439087, 'http_queue_latency_s': 0.003970623016357422}
2026-03-03 01:22:54,359 - root - INFO - [Worker-0/PID-23826] - [521380928] {'request_id': 521380928, 'input_seq_len': 239, 'output_seq_len': 1179, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.251970', 'http_post_time': '2026-03-03 01:22:27.252018', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:54.359399', 'zmq_push_time': '2026-03-03 01:22:54.359399', 'total_time_s': 27.107428789138794, 'http_queue_latency_s': 4.744529724121094e-05}
